strain	date	country	continent
MZ686203.1	2021-07-11	India	Asia
MZ686204.1	2021-07-20	India	Asia
NC_012532.1		Uganda	Africa
NC_035889.1	2015	Brazil	South America
OF382077.1			
OK054351.1	2021-07-28	India	Asia
OK054369.1	2016-08-24	Nicaragua	North America
OK054370.1	2016-10-03	Nicaragua	North America
OK054371.1	2016-08-23	Nicaragua	North America
OK054372.1	2016-08-18	Nicaragua	North America
OK054373.1	2016-08-15	Nicaragua	North America
OK054374.1	2016-07-26	Nicaragua	North America
OK054375.1	2016-09-15	Nicaragua	North America
OK054376.1	2016-09-06	Nicaragua	North America
OK054377.1	2016-08-03	Nicaragua	North America
OK054378.1	2016-08-28	Nicaragua	North America
OK054379.1	2016-06-26	Nicaragua	North America
OK054380.1	2016-09-08	Nicaragua	North America
OK054381.1	2016-08-18	Nicaragua	North America
OK054382.1	2016-08-15	Nicaragua	North America
OK054383.1	2016-09-27	Nicaragua	North America
OK054384.1	2016-07-16	Nicaragua	North America
OK054385.1	2016-07-23	Nicaragua	North America
OK054386.1	2016-08-05	Nicaragua	North America
OK054387.1	2016-10-11	Nicaragua	North America
OK054388.1	2016-06-28	Nicaragua	North America
OK054389.1	2016-07-29	Nicaragua	North America
OK054390.1	2016-07-15	Nicaragua	North America
OK054391.1	2016-07-25	Nicaragua	North America
OK054392.1	2016-07-27	Nicaragua	North America
OK054393.1	2016-07-15	Nicaragua	North America
OK054394.1	2016-08-15	Nicaragua	North America
OK054395.1	2016-07-21	Nicaragua	North America
OK054396.1	2016-07-07	Nicaragua	North America
OK054397.1	2016-07-29	Nicaragua	North America
OK054398.1	2016-07-29	Nicaragua	North America
OK054399.1	2016-07-13	Nicaragua	North America
OK054400.1	2016-08-05	Nicaragua	North America
OK054401.1	2016-07-31	Nicaragua	North America
OK054402.1	2016-07-12	Nicaragua	North America
OK054403.1	2016-09-29	Nicaragua	North America
OK054404.1	2016-08-01	Nicaragua	North America
OK054405.1	2016-02-26	Nicaragua	North America
OK054406.1	2016-07-28	Nicaragua	North America
OK054407.1	2016-07-29	Nicaragua	North America
OK054408.1	2016-08-20	Nicaragua	North America
OK054409.1	2016-08-09	Nicaragua	North America
OK054410.1	2016-07-28	Nicaragua	North America
OK054411.1	2016-08-29	Nicaragua	North America
OK054412.1	2016-08-25	Nicaragua	North America
OK054413.1	2016-07-31	Nicaragua	North America
OK054414.1	2016-07-25	Nicaragua	North America
OK054415.1	2016-08-02	Nicaragua	North America
OK054416.1	2016-07-25	Nicaragua	North America
OK054417.1	2016-09-08	Nicaragua	North America
OK054418.1	2016-07-22	Nicaragua	North America
OK054419.1	2016-07-22	Nicaragua	North America
OK054420.1	2016-08-19	Nicaragua	North America
OK054421.1	2016-07-30	Nicaragua	North America
OK054422.1	2016-08-09	Nicaragua	North America
OK054423.1	2016-07-23	Nicaragua	North America
OK054424.1	2016-07-25	Nicaragua	North America
OK054425.1	2016-09-07	Nicaragua	North America
OK054426.1	2016-09-30	Nicaragua	North America
OK054427.1	2016-07-28	Nicaragua	North America
OK054428.1	2016-08-03	Nicaragua	North America
OK054429.1	2016-08-02	Nicaragua	North America
OK054430.1	2016-07-26	Nicaragua	North America
OK054431.1	2016-08-04	Nicaragua	North America
OK054432.1	2016-08-26	Nicaragua	North America
OK054433.1	2016-07-29	Nicaragua	North America
OK054434.1	2016-08-12	Nicaragua	North America
OK054435.1	2016-07-25	Nicaragua	North America
OK054436.1	2016-07-14	Nicaragua	North America
OK054437.1	2016-08-05	Nicaragua	North America
OK054438.1	2016-01-13	Nicaragua	North America
OK054439.1	2016-07-24	Nicaragua	North America
OK054440.1	2016-07-13	Nicaragua	North America
OK054441.1	2016-08-03	Nicaragua	North America
OK054442.1	2016-08-14	Nicaragua	North America
OK054443.1	2016-08-15	Nicaragua	North America
OK054444.1	2016-02-07	Nicaragua	North America
OK054445.1	2016-07-18	Nicaragua	North America
OK054446.1	2016-08-19	Nicaragua	North America
OK054447.1	2016-08-25	Nicaragua	North America
OK054448.1	2016-07-26	Nicaragua	North America
OK054449.1	2016-08-07	Nicaragua	North America
OK054450.1	2016-08-24	Nicaragua	North America
OK054451.1	2016-07-28	Nicaragua	North America
OK054452.1	2016-08-03	Nicaragua	North America
OK054453.1	2016-07-27	Nicaragua	North America
OK054454.1	2016-07-16	Nicaragua	North America
OK054455.1	2016-07-23	Nicaragua	North America
OK054456.1	2016-09-18	Nicaragua	North America
OK054457.1	2016-07-24	Nicaragua	North America
OK054458.1	2016-08-06	Nicaragua	North America
OK054459.1	2016-07-12	Nicaragua	North America
OK054460.1	2016-08-14	Nicaragua	North America
OK054461.1	2016-02-01	Nicaragua	North America
OK054462.1	2016-07-27	Nicaragua	North America
OK054463.1	2016-08-14	Nicaragua	North America
OK054464.1	2016-08-15	Nicaragua	North America
OK054465.1	2016-07-12	Nicaragua	North America
OK054466.1	2016-07-13	Nicaragua	North America
OK054467.1	2016-07-09	Nicaragua	North America
OK054468.1	2016-07-27	Nicaragua	North America
OK054469.1	2016-07-10	Nicaragua	North America
OK054470.1	2016-04-22	Nicaragua	North America
OK054471.1	2016-08-26	Nicaragua	North America
OK054472.1	2016-08-19	Nicaragua	North America
OK054473.1	2016-07-04	Nicaragua	North America
OK054474.1	2016-09-02	Nicaragua	North America
OK054475.1	2016-09-12	Nicaragua	North America
OK054476.1	2016-08-30	Nicaragua	North America
OK054477.1	2016-08-16	Nicaragua	North America
OK054478.1	2016-08-21	Nicaragua	North America
OK054479.1	2016-08-08	Nicaragua	North America
OK054480.1	2016-08-23	Nicaragua	North America
OK054481.1	2016-08-29	Nicaragua	North America
OK054482.1	2016-07-27	Nicaragua	North America
OK054483.1	2016-07-12	Nicaragua	North America
OK054484.1	2016-07-31	Nicaragua	North America
OK054485.1	2016-07-17	Nicaragua	North America
OK054486.1	2016-08-07	Nicaragua	North America
OK054487.1	2016-07-23	Nicaragua	North America
OK569755.1			
OK569756.1			
OK569757.1			
OK569758.1			
OK569759.1			
OK569760.1			
OK571913.1	2014-11-25	Haiti	North America
OK573004.1		USA	North America
OK573005.1		USA	North America
OK573006.1		USA	North America
OK573007.1		USA	North America
OK573008.1		USA	North America
OK573247.1		USA	North America
OK573248.1		USA	North America
OK573249.1		USA	North America
OK573250.1		USA	North America
OK573251.1		USA	North America
OK573252.1		USA	North America
OK573253.1		USA	North America
OK573254.1		USA	North America
OK573255.1		USA	North America
OK573256.1		USA	North America
OK573257.1		USA	North America
OK573280.1		USA	North America
OK573281.1		USA	North America
OK573282.1		USA	North America
OK573283.1		USA	North America
OK573284.1		USA	North America
OK573285.1		USA	North America
OK573286.1		USA	North America
OK573287.1		USA	North America
OK573288.1		USA	North America
OK573289.1		USA	North America
OK573290.1		USA	North America
OK573291.1		USA	North America
OK573292.1		USA	North America
OK573293.1		USA	North America
OK573294.1		USA	North America
OK573295.1		USA	North America
OK573296.1		USA	North America
OK573297.1		USA	North America
OK573298.1		USA	North America
OK573299.1		USA	North America
OK573300.1		USA	North America
OK573301.1		USA	North America
OK573302.1		USA	North America
OK573303.1		USA	North America
OK573304.1		USA	North America
OK573305.1		USA	North America
OK573306.1		USA	North America
OL423647.1	2016-04-20	Brazil	South America
OL423648.1	2016-05-01	Brazil	South America
OL423649.1	2016-04-29	Brazil	South America
OL423650.1	2016-06-02	Brazil	South America
OL423651.1	2016-07-20	Brazil	South America
OL423652.1	2016-03-31	Brazil	South America
OL423653.1	2016-04-01	Brazil	South America
OL423654.1	2016-04-24	Brazil	South America
OL423655.1	2016-02-22	Brazil	South America
OL423656.1	2017-06-01	Brazil	South America
OL423657.1	2017-06-30	Brazil	South America
OL423658.1	2017-11-23	Brazil	South America
OL423659.1	2017-12-07	Brazil	South America
OL423660.1	2017-01-02	Brazil	South America
OL423661.1	2017-01-20	Brazil	South America
OL423662.1	2017-02-23	Brazil	South America
OL423663.1	2018-04-18	Brazil	South America
OL423664.1	2017-03-08	Brazil	South America
OL423665.1	2018-01-26	Brazil	South America
OL423666.1	2018-03-26	Brazil	South America
OL423667.1	2018-03-23	Brazil	South America
OL423668.1	2017-03-17	Brazil	South America
OL423669.1	2016-02-22	Brazil	South America
OL450364.1	2015-04-13	Haiti	North America
OL450365.1	2015-10-08	Haiti	North America
OL450366.1	2015-10-20	Haiti	North America
OM522327.1	2021-09-16	Mexico	North America
OM666891.1	2021-08-20	India	Asia
OM666892.1	2021-07-22	India	Asia
OM666893.1	2021-07-22	India	Asia
OM831146.1	2016-07	Ecuador	South America
OM831147.1	2016-12	Ecuador	South America
OM831148.1	2017-01	Ecuador	South America
OM831149.1	2017-03	Ecuador	South America
OM831150.1	2017-03	Ecuador	South America
OM831151.1	2017-03	Ecuador	South America
OM831152.1	2017-04	Ecuador	South America
OM831153.1	2017-03	Ecuador	South America
OM831154.1	2017-03	Ecuador	South America
OM936182.1	2019-09-04	Thailand	Asia
OM936183.1	2019-09-17	Thailand	Asia
OM936184.1	2019-09-18	Thailand	Asia
OM936185.1	2019-09-25	Thailand	Asia
OM936186.1	2019-09-27	Thailand	Asia
OM936187.1	2019-10-03	Thailand	Asia
OM936188.1	2019-11-04	Thailand	Asia
OM936189.1	2019-11-07	Thailand	Asia
OM936190.1	2019-11-27	Thailand	Asia
OM936191.1	2019-12-12	Thailand	Asia
OM936192.1	2019-12-24	Thailand	Asia
OM936193.1	2020-01-14	Thailand	Asia
OM936194.1	2020-01-26	Thailand	Asia
OM936195.1	2020-01-28	Thailand	Asia
OM964565.1	2019-10-03	Thailand	Asia
OM964566.1	2019-12-12	Thailand	Asia
OM964567.1	2019-12-24	Thailand	Asia
OM964568.1	2020-01-26	Thailand	Asia
ON103519.1	2021-06-07	India	Asia
ON123672.1			
ON142671.1	2020-01-17	Thailand	Asia
ON142672.1	2020-07-01	Thailand	Asia
ON142673.1	2020-10-09	Thailand	Asia
ON142674.1	2021-01-05	Thailand	Asia
ON209935.1	2019-12	Cambodia	Asia
ON337477.1	2019-03-01	Cuba	North America
ON337478.1	2019-03-01	Cuba	North America
ON419458.1	2021-07-20	India	Asia
ON419459.1	2021-07-21	India	Asia
ON419460.1	2021-07-15	India	Asia
ON419461.1	2021-05-07	India	Asia
ON419462.1	2021-07-30	India	Asia
ON419463.1	2021-08-26	India	Asia
ON419464.1	2021-07-22	India	Asia
ON419465.1	2021-07-30	India	Asia
ON419466.1	2021-08-01	India	Asia
ON419467.1	2021-01-08	India	Asia
ON419468.1	2021-07-30	India	Asia
ON419469.1	2021-08-13	India	Asia
ON419470.1	2021-07-15	India	Asia
ON419471.1	2021-07-25	India	Asia
ON419472.1	2021-07-22	India	Asia
ON419473.1	2021-08-01	India	Asia
ON419474.1	2021-08-06	India	Asia
ON419475.1	2021-08-24	India	Asia
ON419476.1	2021-07-22	India	Asia
ON419477.1	2021-12-08	India	Asia
ON419478.1	2021-08-15	India	Asia
ON419479.1	2021-08-05	India	Asia
ON419480.1	2021-07-18	India	Asia
ON419481.1	2021-06-08	India	Asia
ON419482.1	2021-07-22	India	Asia
ON419483.1	2021-08-20	India	Asia
ON419484.1	2021-08-08	India	Asia
ON419485.1	2021-07-26	India	Asia
ON419486.1	2021-07-19	India	Asia
ON419487.1	2021-08-05	India	Asia
ON586852.1	2016-09-28	Mexico	North America
ON586853.1	2016-07-11	Mexico	North America
ON586854.1	2016-10-22	Mexico	North America
ON631960.1	2006	Thailand	Asia
OP141762.1	2016	Brazil	South America
OP141763.1	2016	Brazil	South America
OP141764.1	2016	Brazil	South America
OP141765.1	2016	Brazil	South America
OP281680.1	2006-08-11	Thailand	Asia
OP341468.1	2016-09	Mexico	North America
OP431392.1	2016-08	Mexico	North America
OP431393.1	2016-09	Mexico	North America
OP431394.1	2016-08	Mexico	North America
OP678998.1	2021-07-20	India	Asia
OP678999.1	2021-07-11	India	Asia
OP679000.1	2021-07-20	India	Asia
OP679001.1	2021-07-11	India	Asia
OP679002.1	2021-07-20	India	Asia
OP679003.1	2021-07-11	India	Asia
OP858729.1	2016-03	Cuba	North America
OP858730.1	2016-03	Cuba	North America
OP858731.1	2016-09-25	Cuba	North America
OP858732.1	2016-10-20	Cuba	North America
OP858733.1	2016-09-11	Cuba	North America
OP858734.1	2016-09	Cuba	North America
OP858735.1	2016-09-17	Cuba	North America
OP858736.1	2016-09	Cuba	North America
OP858737.1	2016-09	Cuba	North America
OP858738.1	2016-09	Cuba	North America
OP858739.1	2016-09	Cuba	North America
OP858740.1	2016-09	Cuba	North America
OP858741.1	2016-09	Cuba	North America
OP858742.1	2016-09	Cuba	North America
OP858743.1	2016-09	Cuba	North America
OP858744.1	2016-09	Cuba	North America
OP858745.1	2016-09-04	Cuba	North America
OP858746.1	2016-10	Cuba	North America
OP858747.1	2016-10	Cuba	North America
OP858748.1	2016-10	Cuba	North America
OP858749.1	2016-10	Cuba	North America
OP858750.1	2016-11	Cuba	North America
OP858751.1	2017-02	Cuba	North America
OP858752.1	2017-01-29	Cuba	North America
OP858753.1	2017-03	Cuba	North America
OP858754.1	2017-03	Cuba	North America
OP858755.1	2017-03-21	Cuba	North America
OP858756.1	2017-06	Cuba	North America
OP858757.1	2017-09	Cuba	North America
OP858758.1	2017-09	Cuba	North America
OP858759.1	2017-09-02	Cuba	North America
OP858760.1	2017-10-16	Cuba	North America
OP858761.1	2017-10-17	Cuba	North America
OP858762.1	2017-10-17	Cuba	North America
OP858763.1	2017-10-22	Cuba	North America
OP858764.1	2017-10-17	Cuba	North America
OP858765.1	2017-10-17	Cuba	North America
OP858766.1	2017-10-23	Cuba	North America
OP858767.1	2017-10-28	Cuba	North America
OP858768.1	2018-01-21	Cuba	North America
OP858769.1	2018-02-15	Cuba	North America
OP858770.1	2018-02-16	Cuba	North America
OP858771.1	2018-02-22	Cuba	North America
OP858772.1	2018-03-22	Cuba	North America
OP858773.1	2018-03-24	Cuba	North America
OP858774.1	2018-03-20	Cuba	North America
OP858775.1	2018-03-09	Cuba	North America
OP858776.1	2018-03-01	Cuba	North America
OP858777.1	2018-08	Cuba	North America
OP858778.1	2018-09-10	Cuba	North America
OP858779.1	2018-09	Cuba	North America
OP858780.1	2018-10-29	Cuba	North America
OP858781.1	2018-10-29	Cuba	North America
OP858782.1	2018-11-03	Cuba	North America
OP858783.1	2019-07-18	Cuba	North America
OP858784.1	2020-01-02	Cuba	North America
OP898541.1	2018-10-01	Colombia	South America
OP898542.1	2018-04-01	Colombia	South America
OP947010.1	2021-07-11	India	Asia
OP947011.1	2021-07-11	India	Asia
OQ165285.1	1966	Malaysia	Asia
OQ180929.1	1984	Senegal	Africa
OQ338852.1	2015-06-13	Brazil	South America
OQ338853.1	2016-03-14	Brazil	South America
OQ661912.1	2017-08-22	Thailand	Asia
OQ661913.1	2017-07-11	Thailand	Asia
OQ661914.1	2011-07-04	Thailand	Asia
OQ661915.1	2013-08-19	Thailand	Asia
OQ661916.1	2016-09-12	Thailand	Asia
OQ661917.1	2018-08-25	Thailand	Asia
OQ661918.1	2018	Thailand	Asia
OQ661919.1	2018-11-06	Thailand	Asia
OQ727565.1	2016-04-08	Brazil	South America
OQ727566.1	2016-04-09	Brazil	South America
OQ727567.1	2015-05-06	Brazil	South America
OQ727568.1	2015-05-18	Brazil	South America
OQ727569.1	2015-05-19	Brazil	South America
OQ727570.1	2015-05-19	Brazil	South America
OQ727571.1	2015-05-19	Brazil	South America
OQ727572.1	2015-05-20	Brazil	South America
OQ727573.1	2015-05-21	Brazil	South America
OQ727574.1	2015-05-22	Brazil	South America
OQ727575.1	2015-05-26	Brazil	South America
OQ727576.1	2015-05-26	Brazil	South America
OQ727577.1	2015-05-27	Brazil	South America
OQ727578.1	2015-07-09	Brazil	South America
OQ734448.1	2022-03-29	France	Europe
OQ947195.1			
OQ947196.1			
OR140889.1	2015	Brazil	South America
OR264631.1	2020-11-27	Thailand	Asia
OR264632.1	2022-06-15	Thailand	Asia
OR264633.1	2022-10-29	Thailand	Asia
OR264634.1	2022-11-09	Thailand	Asia
OR264635.1	2022-11-23	Thailand	Asia
OR264636.1	2022-11-24	Thailand	Asia
OR264637.1	2022-12-03	Thailand	Asia
OR264638.1	2023-01-28	Thailand	Asia
OR264639.1	2023-02-02	Thailand	Asia
OR264640.1	2023-02-14	Thailand	Asia
OR264641.1	2023-02-14	Thailand	Asia
OR264642.1	2021-02-05	Thailand	Asia
OR264643.1	2022-11-01	Thailand	Asia
OR264644.1	2022-11-18	Thailand	Asia
OR264645.1	2022-12-19	Thailand	Asia
OR264646.1	2023-03-04	Thailand	Asia
OR264647.1	2023-03-16	Thailand	Asia
OR488126.1	2019-11	Guadeloupe	North America
OR488127.1	2019-11	Guadeloupe	North America
OR488128.1	2019-11	Guadeloupe	North America
OR488129.1	2019-11	Guadeloupe	North America
OR506342.1	2016	Brazil	South America
OR535163.1	2020	Thailand	Asia
OR535164.1	2020	Thailand	Asia
OR535165.1	2020	Thailand	Asia
OR535166.1	2020	Thailand	Asia
OR535167.1	2020	Thailand	Asia
OR535168.1	2020	Thailand	Asia
OR535169.1	2020	Thailand	Asia
OR701943.1	2021-11-11	Mexico	North America
OR787460.1	2022-10	Mexico	North America
OR787461.1	2023-01	Mexico	North America
OR787462.1	2023-02	Mexico	North America
OR787463.1	2023-02	Mexico	North America
OR787464.1	2023-02	Mexico	North America
OR787465.1	2023-02	Mexico	North America
OR787466.1	2023-03	Mexico	North America
OR787467.1	2023-05	Mexico	North America
OR787468.1	2023-07	Mexico	North America
PB147418.1			
PB147419.1			
PB147420.1			
PB147421.1			
PB147423.1			
PB186184.1			
PB186185.1			
PB186186.1			
PB186187.1			
PB186188.1			
PB186189.1			
PC244863.1			
PC244898.1			
PC244899.1			
PC244900.1			
PC244901.1			
PC244902.1			
PC244903.1			
PC245058.1			
PC245059.1			
PC245060.1			
PC245082.1			
PC245083.1			
PC245084.1			
PC245085.1			
PC245086.1			
PC245087.1			
PC245091.1			
PC245092.1			
PC245093.1			
PC245346.1			
PC245347.1			
PC245348.1			
PC245375.1			
PC247647.1			
PC308692.1			
PC309854.1			
PC309874.1			
PC311792.1			
PC323067.1			
PC323069.1			
PC323096.1			
PC395741.1			
PC395756.1			
PD222964.1			
PD222965.1			
PD223219.1			
PD223220.1			
PD223642.1			
PD369715.1			
PE271587.1			
PG198142.1			
PG385548.1			
PH031883.1			
PH253475.1			
PI205090.1			
PL340055.1			
PP130171.1	2023-05	Singapore	Asia
PP130172.1	2023-05	Singapore	Asia
PP130173.1	2023-06	Singapore	Asia
PP130174.1	2023-06	Singapore	Asia
PP316139.1	2021-05-12	Haiti	North America
PP316140.1	2021-12-02	Haiti	North America
PP431214.1	2016-02-01	Colombia	South America
PP431215.1	2016-02-04	Colombia	South America
PP431216.1	2016-02-06	Colombia	South America
PP431217.1	2016-02-21	Colombia	South America
PP431218.1	2016-02-09	Colombia	South America
PP431219.1	2016-02-17	Colombia	South America
PP431220.1	2016-03-07	Colombia	South America
PP431221.1	2016-03-09	Colombia	South America
PP431222.1	2016-03-01	Colombia	South America
PP431223.1	2016-03-30	Colombia	South America
PP431224.1	2016-03-30	Colombia	South America
PP431225.1	2016-03-31	Colombia	South America
PP431226.1	2016-03-31	Colombia	South America
PP431227.1	2016-04-01	Colombia	South America
PP431228.1	2016-04-05	Colombia	South America
PP431229.1	2016-04-06	Colombia	South America
PP431230.1	2016-05-17	Colombia	South America
PP431231.1	2016-05-18	Colombia	South America
PP431232.1	2016-05-31	Colombia	South America
PP431233.1	2016-06-08	Colombia	South America
PP431234.1	2016-06-13	Colombia	South America
PP431235.1	2016-07-07	Colombia	South America
PP431236.1	2016-03-09	Colombia	South America
PP431237.1	2016-04-01	Colombia	South America
PP431238.1	2016-04-01	Colombia	South America
PP431239.1	2016-04-05	Colombia	South America
PP431240.1	2016-04-05	Colombia	South America
PP431241.1	2016-04-21	Colombia	South America
PP431242.1	2016-04-27	Colombia	South America
PP431243.1	2016-04-27	Colombia	South America
PP431244.1	2016-04-28	Colombia	South America
PP431245.1	2016-10-05	Colombia	South America
PP431246.1	2016-05-11	Colombia	South America
PP431247.1	2016-06-02	Colombia	South America
PP431248.1	2016-02-16	Colombia	South America
PP431249.1	2016-02-16	Colombia	South America
PP431250.1	2016-03-01	Colombia	South America
PP431251.1	2016-02-06	Colombia	South America
PP470595.1	2016	Guadeloupe	North America
PP626399.1	2017	Thailand	Asia
PP626400.1	2017	Thailand	Asia
PP626401.1	2016	Thailand	Asia
PP626402.1	2017	Thailand	Asia
PP626403.1	2017	Thailand	Asia
PP626404.1	2016	Thailand	Asia
PP626405.1	2016	Thailand	Asia
PP626406.1	2016		
PP626407.1	2016		
PP626408.1	2016	Thailand	Asia
PP626409.1	2017	Thailand	Asia
PP708564.1	2017-08-17	Costa Rica	North America
PP759388.1	2019-03	Cuba	North America
PP825811.1	2016	Brazil	South America
PP872156.1	2016-06-27	Spain	Europe
PP921916.1	2013-05-03	Spain	Europe
PP996673.1	2015	Senegal	Africa
PP996674.1	2011	Senegal	Africa
PP996675.1	2011	Senegal	Africa
PP996676.1	2011	Senegal	Africa
PP996677.1	2011	Senegal	Africa
PP996678.1	2015	Senegal	Africa
PP996679.1	2015	Senegal	Africa
PP996680.1	2015	Senegal	Africa
PP996681.1	2015	Senegal	Africa
PP996682.1	2015	Senegal	Africa
PP996683.1	2015	Senegal	Africa
PQ008648.1	2024-04-20	Seychelles	Africa
PQ066186.1	2021-11-17	Pakistan	Asia
PQ066187.1	2021-11-21	Pakistan	Asia
PQ129494.1	2023-10-23	Bangladesh	Asia
PQ129495.1	2023-12-01	Bangladesh	Asia
PQ129533.1	2016-01-01	Suriname	South America
PQ129534.1	2016-01-22	Mexico	North America
PQ129535.1	2015-01-01	Brazil	South America
PQ139122.1	2023	Sudan	Africa
PQ139123.1	2023	Sudan	Africa
PQ139124.1	2023	Sudan	Africa
PQ139125.1	2023	Sudan	Africa
PQ139126.1	2023	Sudan	Africa
PQ139127.1	2023	Sudan	Africa
PQ139128.1	2023	Sudan	Africa
PQ139129.1	2023	Sudan	Africa
PQ139130.1	2023	Sudan	Africa
PQ139131.1	2023	Sudan	Africa
PQ139132.1	2023	Sudan	Africa
PQ203661.1	2023-11-14	Bangladesh	Asia
PQ219523.1	2016	Brazil	South America
PQ219524.1	2016	Brazil	South America
PQ219525.1	2016	Brazil	South America
PQ426626.1	2024-06-22	India	Asia
PQ432999.1	2023-11-02	Senegal	Africa
PQ433000.1	2023	Senegal	Africa
PQ433001.1	2022	Senegal	Africa
PQ461653.1	2024-06-29	India	Asia
PQ551086.1	2024-08-09	Kenya	Africa
PQ551087.1	2024-08-12	Kenya	Africa
PQ551088.1	2024-09-11	Kenya	Africa
PQ567007.1	2016-05-19	Honduras	North America
PQ836603.1	2015-12-11	Panama	North America
PQ849442.1	2010	Cambodia	Asia
PU585017.1			
PU585028.1			
PU585037.1			
PU585038.1			
PU585039.1			
PU585040.1			
PU585041.1			
PU585042.1			
PU585043.1			
PU585044.1			
PU585046.1			
PU585053.1			
PU585064.1			
PU775139.1			
PU775150.1			
PU775159.1			
PU775160.1			
PU775161.1			
PU775162.1			
PU775163.1			
PU775164.1			
PU775165.1			
PU775166.1			
PU775168.1			
PU775175.1			
PU775186.1			
PV426612.1	2024-08	Seychelles	Africa
PV549934.1	2024	Bangladesh	Asia
PV549935.1	2024	Bangladesh	Asia
PV879557.1	2019	China	Asia
PV879558.1	2018	China	Asia
PV893037.1	2024-06-13	India	Asia
PX287204.1	2024-06	India	Asia
